question_id,hybrid_SE,token_entropy,seq_len,curv_std_w016,curv_std_full,curv_raw_w016,split
762,1.695743,2.5460608,18.0,1.9065695,1.7748392,1.6135927,test
763,-0.0,2.7638986,14.0,1.9277381,1.7906646,1.605029,test
764,0.325083,3.3817077,10.0,1.8973414,1.7789128,1.5591831,train
765,1.227529,2.5716803,9.0,1.9148992,1.7681749,1.5639486,test
766,0.325083,2.6521657,21.0,1.9160274,1.7790877,1.5535469,train
767,-0.0,2.5799758,12.0,1.9172567,1.7847735,1.5952582,train
768,-0.0,2.8691697,10.0,1.9076467,1.7782661,1.567246,train
769,-0.0,2.5964682,12.0,1.9193944,1.7770201,1.6004314,train
770,-0.0,4.0915422,7.0,1.8800548,1.7527483,1.5432968,test
771,0.639032,2.4011722,10.0,1.8889796,1.7719516,1.5744463,train
772,1.497866,2.8708076,14.0,1.9382037,1.795266,1.6089872,test
773,1.0889,3.662131,10.0,1.9455256,1.7898163,1.6093401,train
774,1.497866,3.9347122,7.0,1.8665309,1.7663952,1.5492624,train
775,-0.0,3.2095873,11.0,1.9360647,1.791103,1.5758861,test
776,-0.0,3.6313918,13.0,1.9187692,1.7820263,1.5556235,train
777,1.227529,3.5868459,13.0,1.8943901,1.7615318,1.504355,train
778,0.801819,3.9480057,8.0,1.9154533,1.7836031,1.6034924,train
779,2.163956,3.2284875,13.0,1.9169105,1.7650298,1.5511154,train
780,2.163956,3.1773856,14.0,1.9153568,1.7771883,1.5584947,train
781,0.639032,3.8218172,11.0,1.9206804,1.7926416,1.6022619,train
782,0.940448,3.0314398,13.0,1.939005,1.7971039,1.6055474,train
783,0.940448,2.2263162,14.0,1.9230179,1.7846097,1.6113561,train
784,0.639032,1.7434666,23.0,1.9538897,1.7973472,1.6675978,train
785,0.325083,2.8201492,14.0,1.9052719,1.7950047,1.58851,train
786,0.325083,2.787002,10.0,1.8872885,1.7641519,1.5610666,test
787,-0.0,2.8655336,12.0,1.9065667,1.7767681,1.5837545,test
788,-0.0,3.1337667,9.0,1.8874907,1.7875382,1.5654875,train
789,0.325083,2.6754086,8.0,1.8954992,1.7756315,1.5433673,train
790,-0.0,2.1815572,17.0,1.9258803,1.7773712,1.6111614,train
791,0.673012,2.6223333,12.0,1.9026057,1.7834326,1.6027871,train
792,1.748067,3.346675,9.0,1.8779427,1.7606388,1.5674605,train
793,0.325083,3.101906,11.0,1.9357592,1.8038434,1.5594783,train
794,-0.0,2.9460127,8.0,1.8843728,1.761378,1.5355138,test
795,1.418484,3.0367327,10.0,1.9223909,1.7790024,1.5404168,train
796,0.639032,2.6900444,15.0,1.9326359,1.7947958,1.599164,test
797,2.302585,3.790036,10.0,1.9016024,1.7754164,1.551046,test
798,-0.0,2.3984952,14.0,1.9358922,1.7915663,1.6240524,train
799,-0.0,2.5208313,14.0,1.9446882,1.7945029,1.6120658,train
800,1.227529,3.343213,11.0,1.9333892,1.7966242,1.6118269,train
801,0.325083,2.7872174,13.0,1.9484612,1.8169955,1.6177007,test
802,1.359237,3.0978286,16.0,1.919074,1.7730378,1.570481,train
803,-0.0,3.165052,13.0,1.8849176,1.7665502,1.5797472,train
804,2.025326,2.4645998,15.0,1.9102978,1.7845851,1.5919949,train
805,0.325083,2.5390694,12.0,1.937374,1.7911489,1.6079184,train
806,2.163956,2.9988832,10.0,1.9337758,1.796963,1.6046653,test
807,0.940448,3.4192088,7.0,1.8835374,1.7585229,1.5830245,test
808,1.497866,4.7465086,6.0,1.8671093,1.7542697,1.5507096,train
809,1.557113,4.697975,6.0,1.8984176,1.7711084,1.5419288,train
810,0.610864,4.4476676,9.0,1.9430133,1.7888079,1.53956,test
811,-0.0,4.3545995,9.0,1.9042664,1.7659792,1.5718018,train
812,0.639032,2.0257888,25.0,1.9404207,1.8082008,1.6527265,test
813,0.673012,2.047596,22.0,1.9419626,1.7904855,1.6325699,test
814,1.643418,2.4692523,13.0,1.8918638,1.7758391,1.5906743,test
815,0.801819,2.5174913,11.0,1.9048792,1.7791494,1.6152831,test
816,0.639032,3.0250785,10.0,1.8849373,1.7724396,1.588953,train
